<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
R-Vision 2;60;20260122;160000;115.72;116;115.5;115.7;22;0
R-Vision 2;60;20260122;170000;115.7;115.7;115.7;115.7;1;0
R-Vision 2;60;20260122;180000;115.96;115.98;115.96;115.98;14;0
R-Vision 2;60;20260122;190000;115.97;115.97;115.7;115.7;31;0
R-Vision 2;60;20260122;200000;115.82;115.82;115.7;115.82;27;0
R-Vision 2;60;20260122;210000;115.82;115.82;115.82;115.82;1;0
R-Vision 2;60;20260122;220000;115.82;115.82;115.82;115.82;1;0
R-Vision 2;60;20260122;230000;115.81;115.81;115.81;115.81;1;0
R-Vision 2;60;20260123;100000;115.65;116;115.65;115.99;78;0
R-Vision 2;60;20260123;110000;115.99;116;115.75;115.9;452;0
R-Vision 2;60;20260123;120000;115.52;115.87;115.51;115.87;47;0
R-Vision 2;60;20260123;130000;115.86;116;115.57;115.63;145;0
R-Vision 2;60;20260123;140000;115.43;115.63;115.42;115.42;56;0
R-Vision 2;60;20260123;150000;115.95;115.97;115.8;115.82;29;0
R-Vision 2;60;20260123;160000;115.77;115.77;115.6;115.77;32;0
R-Vision 2;60;20260123;170000;115.77;115.91;115.51;115.87;53;0
R-Vision 2;60;20260123;180000;115.84;115.97;115.82;115.97;79;0
R-Vision 2;60;20260123;190000;115.84;115.97;115.84;115.97;267;0
R-Vision 2;60;20260123;200000;115.94;116;115.94;116;165;0
R-Vision 2;60;20260123;210000;115.53;115.99;115.53;115.99;3;0
R-Vision 2;60;20260123;220000;115.53;115.53;115.53;115.53;2;0
R-Vision 2;60;20260123;230000;115.61;115.97;115.03;115.97;21;0
R-Vision 2;60;20260126;090000;115.27;115.27;115.27;115.27;50;0
R-Vision 2;60;20260126;100000;115.99;115.99;115.18;115.76;115;0
R-Vision 2;60;20260126;110000;115.74;116.73;115.74;116.73;727;0
R-Vision 2;60;20260126;120000;116.65;116.65;115.99;116;12;0
R-Vision 2;60;20260126;130000;116.54;116.54;115.49;115.49;48;0
R-Vision 2;60;20260126;140000;115.91;115.91;115.19;115.75;285;0
R-Vision 2;60;20260126;150000;115.44;115.75;115.44;115.75;12;0
R-Vision 2;60;20260126;160000;115.5;115.5;115.5;115.5;10;0
R-Vision 2;60;20260126;170000;115.75;115.75;115.44;115.6;135;0
R-Vision 2;60;20260126;180000;115.31;115.31;115.31;115.31;5;0
R-Vision 2;60;20260126;190000;115.5;115.5;115.5;115.5;1;0
R-Vision 2;60;20260126;200000;115.59;115.59;115.59;115.59;2;0
R-Vision 2;60;20260126;210000;115.59;115.59;115.5;115.5;14;0
R-Vision 2;60;20260126;220000;115.32;115.59;115.32;115.59;12;0
R-Vision 2;60;20260126;230000;115.6;115.6;115.6;115.6;11;0
R-Vision 2;60;20260127;090000;115.6;115.6;115.6;115.6;2;0
R-Vision 2;60;20260127;100000;115.6;116.66;115.6;116.23;74;0
R-Vision 2;60;20260127;110000;116.29;116.29;115.3;116.29;98;0
R-Vision 2;60;20260127;120000;116.2;116.49;115.4;116.28;145;0
R-Vision 2;60;20260127;130000;116.24;116.27;115.38;115.98;21;0
R-Vision 2;60;20260127;140000;115.98;115.98;115.96;115.98;81;0
R-Vision 2;60;20260127;150000;115.98;115.98;115.42;115.42;23;0
R-Vision 2;60;20260127;160000;115.93;116.63;115.93;116.56;117;0
R-Vision 2;60;20260127;170000;116.11;116.47;116.11;116.22;27;0
R-Vision 2;60;20260127;180000;116.2;116.21;116.2;116.21;4;0
R-Vision 2;60;20260127;190000;116.21;116.5;116.21;116.39;45;0
R-Vision 2;60;20260127;200000;116.39;116.5;116.38;116.5;109;0
R-Vision 2;60;20260127;210000;116.5;116.5;116.5;116.5;6;0
R-Vision 2;60;20260127;220000;116.23;116.23;115.43;115.43;93;0
R-Vision 2;60;20260127;230000;116.21;116.21;116.21;116.21;1;0
R-Vision 2;60;20260128;090000;116;116;116;116;3;0
R-Vision 2;60;20260128;100000;115.99;116;114.09;114.09;666;0
R-Vision 2;60;20260128;110000;114.98;114.99;114.8;114.99;24;0
R-Vision 2;60;20260128;120000;114.99;115.51;114.97;115.49;57;0
R-Vision 2;60;20260128;130000;115.49;115.79;115.49;115.79;100;0
R-Vision 2;60;20260128;140000;115.79;115.93;115.79;115.81;97;0
R-Vision 2;60;20260128;150000;115.97;115.98;115.06;115.06;95;0
R-Vision 2;60;20260128;160000;115.74;115.75;115.74;115.74;41;0
R-Vision 2;60;20260128;170000;115.51;115.97;115.07;115.81;69;0
R-Vision 2;60;20260128;180000;115.62;115.62;115.33;115.61;12;0
R-Vision 2;60;20260128;190000;115.61;115.61;115.61;115.61;32;0
R-Vision 2;60;20260128;200000;115.61;115.61;115.61;115.61;3;0
R-Vision 2;60;20260128;210000;115.61;115.62;115.57;115.62;66;0
R-Vision 2;60;20260128;220000;115.57;115.62;115.57;115.62;10;0
R-Vision 2;60;20260128;230000;115.61;115.61;115.61;115.61;20;0
R-Vision 2;60;20260129;090000;115.6;115.6;115.6;115.6;2;0
R-Vision 2;60;20260129;100000;115.6;115.6;114.29;114.6;214;0
R-Vision 2;60;20260129;110000;114.57;114.57;114.2;114.57;183;0
R-Vision 2;60;20260129;120000;114.4;114.56;114.2;114.2;253;0
R-Vision 2;60;20260129;130000;114.5;114.59;114.15;114.59;168;0
R-Vision 2;60;20260129;140000;114.59;114.62;114.16;114.62;43;0
R-Vision 2;60;20260129;150000;114.62;114.62;114.02;114.02;237;0
R-Vision 2;60;20260129;160000;114.5;114.79;114.02;114.02;181;0
R-Vision 2;60;20260129;170000;114.07;114.58;114;114.58;115;0
R-Vision 2;60;20260129;180000;114.11;114.37;114.11;114.36;7;0
R-Vision 2;60;20260129;190000;114.36;114.4;114.36;114.4;4;0
R-Vision 2;60;20260129;200000;114.48;114.49;114.48;114.49;14;0
R-Vision 2;60;20260129;210000;114.49;114.5;114.4;114.4;25;0
R-Vision 2;60;20260129;220000;114.5;114.5;114.4;114.4;32;0
R-Vision 2;60;20260130;100000;114.4;114.4;114.18;114.18;7;0
R-Vision 2;60;20260130;110000;114.39;114.4;114.39;114.4;71;0
R-Vision 2;60;20260130;120000;114.68;114.69;114.42;114.69;15;0
R-Vision 2;60;20260130;130000;114.68;114.68;114.11;114.11;190;0
R-Vision 2;60;20260130;140000;114.41;114.67;114.16;114.16;62;0
R-Vision 2;60;20260130;150000;114.16;114.18;114;114;166;0
R-Vision 2;60;20260130;160000;114;114.01;114;114;14;0
R-Vision 2;60;20260130;170000;114.01;114.65;113.82;114.14;141;0
R-Vision 2;60;20260130;180000;114.18;114.55;114.15;114.55;14;0
R-Vision 2;60;20260130;190000;114.55;114.73;113.81;113.81;147;0
R-Vision 2;60;20260130;200000;114.08;114.52;113.81;113.81;31;0
R-Vision 2;60;20260130;210000;114.52;114.73;114.49;114.49;23;0
R-Vision 2;60;20260130;230000;114.49;114.49;114.49;114.49;2;0
R-Vision 2;60;20260202;100000;114.49;114.74;114.4;114.74;84;0
R-Vision 2;60;20260202;110000;114.44;114.68;114.4;114.66;62;0
R-Vision 2;60;20260202;120000;114.46;114.65;114.46;114.64;117;0
R-Vision 2;60;20260202;130000;114.64;114.65;113.52;113.52;297;0
R-Vision 2;60;20260202;140000;113.85;114.18;113.8;114;53;0
R-Vision 2;60;20260202;150000;113.99;114.15;113.54;113.6;276;0
R-Vision 2;60;20260202;160000;113.59;113.6;113.23;113.23;243;0
R-Vision 2;60;20260202;170000;113.22;113.98;113;113.79;267;0
R-Vision 2;60;20260202;180000;113.66;113.66;113.2;113.51;55;0
R-Vision 2;60;20260202;190000;113.21;113.51;111.22;112.99;552;0
R-Vision 2;60;20260202;200000;111.81;113.51;111.26;113.51;892;0
R-Vision 2;60;20260202;210000;112.73;113.51;112.73;113.51;15;0
R-Vision 2;60;20260202;220000;113.5;113.5;113.5;113.5;1;0
R-Vision 2;60;20260202;230000;113.5;113.5;112.74;112.74;2;0
R-Vision 2;60;20260203;100000;112.74;113.71;112.19;113.33;135;0
R-Vision 2;60;20260203;110000;113.29;113.3;112.72;113.27;45;0
R-Vision 2;60;20260203;120000;112.84;113.25;112;113;105;0
R-Vision 2;60;20260203;130000;113;113.04;112.65;112.8;103;0
R-Vision 2;60;20260203;140000;112.73;113.26;112.73;113.21;122;0
R-Vision 2;60;20260203;150000;113.2;113.2;113.19;113.19;342;0
R-Vision 2;60;20260203;160000;112.96;113.14;112.5;112.5;100;0
R-Vision 2;60;20260203;170000;112.47;112.64;112.13;112.5;339;0
R-Vision 2;60;20260203;180000;112.59;112.64;112.4;112.4;46;0
R-Vision 2;60;20260203;190000;112.45;112.45;112.42;112.44;218;0
R-Vision 2;60;20260203;200000;112.42;112.42;112.14;112.14;58;0
R-Vision 2;60;20260203;210000;112.28;112.28;111.04;111.04;873;0
R-Vision 2;60;20260203;220000;111.49;112.25;111.49;112.18;117;0
R-Vision 2;60;20260203;230000;111.73;112.15;111.7;112.14;155;0
R-Vision 2;60;20260204;100000;112.2;112.2;111.57;111.89;156;0
R-Vision 2;60;20260204;110000;111.89;111.9;111.48;111.5;547;0
R-Vision 2;60;20260204;120000;111.5;111.5;111.42;111.42;27;0
R-Vision 2;60;20260204;130000;111.42;111.44;111.11;111.12;177;0
R-Vision 2;60;20260204;140000;111.13;111.17;110.41;110.41;430;0
R-Vision 2;60;20260204;150000;111.21;111.21;110.52;110.64;127;0
R-Vision 2;60;20260204;160000;110.64;111.4;110.58;111.31;128;0
R-Vision 2;60;20260204;170000;110.96;111.32;110.63;111.21;170;0
R-Vision 2;60;20260204;180000;111.14;111.46;110.65;111.45;139;0
R-Vision 2;60;20260204;190000;111.45;111.5;110.94;111.5;545;0
R-Vision 2;60;20260204;200000;111.5;111.5;110.6;111.17;931;0
R-Vision 2;60;20260204;210000;111.15;111.16;110.6;111.15;464;0
R-Vision 2;60;20260204;220000;111.15;111.15;111.15;111.15;25;0
R-Vision 2;60;20260204;230000;111.06;111.06;110.68;110.68;83;0
R-Vision 2;60;20260205;090000;110.71;110.71;110.71;110.71;78;0
R-Vision 2;60;20260205;100000;110.69;112.13;110.6;111.32;1807;0
R-Vision 2;60;20260205;110000;110.61;111.2;110.55;111.04;433;0
R-Vision 2;60;20260205;120000;111.08;111.1;111.04;111.1;220;0
R-Vision 2;60;20260205;130000;111.1;111.1;110.55;111.06;272;0
R-Vision 2;60;20260205;140000;111.06;111.07;110.88;110.88;86;0
R-Vision 2;60;20260205;150000;110.88;111.08;110.7;111;284;0
R-Vision 2;60;20260205;160000;111.1;111.48;111.1;111.48;208;0
R-Vision 2;60;20260205;170000;111.48;111.48;111.24;111.24;21;0
R-Vision 2;60;20260205;180000;111.25;111.26;111.24;111.24;287;0
R-Vision 2;60;20260205;190000;111.19;111.37;111.11;111.31;273;0
R-Vision 2;60;20260205;200000;111.27;111.48;111.19;111.42;67;0
R-Vision 2;60;20260205;210000;111.42;111.64;111.37;111.54;102;0
R-Vision 2;60;20260205;220000;111.53;111.53;111.35;111.48;8;0
R-Vision 2;60;20260205;230000;111.49;111.49;111.49;111.49;2;0
R-Vision 2;60;20260206;100000;111.67;111.68;111.01;111.62;95;0
R-Vision 2;60;20260206;110000;111.78;111.8;111.47;111.77;192;0
R-Vision 2;60;20260206;120000;111.77;111.8;111.38;111.76;71;0
R-Vision 2;60;20260206;130000;111.5;111.78;111.43;111.74;484;0
R-Vision 2;60;20260206;140000;111.74;111.9;111.54;111.9;1042;0
R-Vision 2;60;20260206;150000;111.67;112.12;111.42;112.1;558;0
R-Vision 2;60;20260206;160000;111.88;112.09;111.88;112.09;67;0
R-Vision 2;60;20260206;170000;112.08;112.15;112;112.15;121;0
R-Vision 2;60;20260206;180000;112.15;112.15;111.46;111.46;885;0
R-Vision 2;60;20260206;190000;111.46;111.46;111.45;111.45;4;0
R-Vision 2;60;20260206;200000;111.46;111.63;111.46;111.63;22;0
R-Vision 2;60;20260206;210000;111.66;111.66;111.66;111.66;30;0
R-Vision 2;60;20260206;220000;111.66;111.66;111.66;111.66;23;0
R-Vision 2;60;20260206;230000;111.66;111.66;111.63;111.66;6;0
R-Vision 2;60;20260209;100000;112.4;112.4;111.45;111.59;169;0
R-Vision 2;60;20260209;110000;111.59;112.37;111.1;112.36;416;0
R-Vision 2;60;20260209;120000;112.36;112.4;111.3;112.4;194;0
R-Vision 2;60;20260209;130000;112.38;112.42;112.03;112.41;142;0
R-Vision 2;60;20260209;140000;112.42;112.42;111.95;112.29;41;0
R-Vision 2;60;20260209;150000;112.29;112.4;112.1;112.4;88;0
R-Vision 2;60;20260209;160000;112.4;112.4;112;112.32;275;0
R-Vision 2;60;20260209;170000;112.04;112.07;111.83;112.07;51;0
R-Vision 2;60;20260209;180000;112.07;112.35;112.07;112.32;32;0
R-Vision 2;60;20260209;190000;112.28;112.28;111.51;112;63;0
R-Vision 2;60;20260209;200000;112.26;112.28;111.69;111.94;11;0
R-Vision 2;60;20260209;210000;112.28;112.28;112.27;112.27;26;0
R-Vision 2;60;20260209;220000;112.26;112.27;112.26;112.27;2;0
R-Vision 2;60;20260209;230000;112.22;112.23;112.22;112.23;2;0
R-Vision 2;60;20260210;090000;111.99;111.99;111.99;111.99;2;0
R-Vision 2;60;20260210;100000;112;112.42;111.64;112.22;155;0
R-Vision 2;60;20260210;110000;112.18;112.37;111.99;112;103;0
R-Vision 2;60;20260210;120000;112;112;111.9;111.9;117;0
R-Vision 2;60;20260210;130000;111.9;112;111.6;111.99;51;0
R-Vision 2;60;20260210;140000;111.99;112;111.52;112;52;0
R-Vision 2;60;20260210;150000;112;112;111.53;111.91;129;0
R-Vision 2;60;20260210;160000;111.94;111.94;111.65;111.87;32;0
R-Vision 2;60;20260210;170000;111.91;112;111.91;112;61;0
R-Vision 2;60;20260210;180000;112;112;111.91;111.91;99;0
R-Vision 2;60;20260210;190000;111.91;111.95;111.7;111.76;42;0
R-Vision 2;60;20260210;200000;111.94;112;111.78;111.78;78;0
R-Vision 2;60;20260210;210000;112;112;111.81;111.81;5;0
R-Vision 2;60;20260210;220000;111.8;111.97;111.22;111.97;73;0
R-Vision 2;60;20260210;230000;111.99;111.99;111.99;111.99;1;0
R-Vision 2;60;20260211;090000;112.41;112.41;112.41;112.41;1;0
R-Vision 2;60;20260211;100000;112.34;112.38;111.15;112.18;89;0
R-Vision 2;60;20260211;110000;112.2;112.29;112.01;112.29;81;0
R-Vision 2;60;20260211;120000;112.29;112.29;112.01;112.24;156;0
R-Vision 2;60;20260211;130000;112.03;112.3;112.03;112.15;53;0
R-Vision 2;60;20260211;140000;112.2;112.29;112.15;112.29;9;0
R-Vision 2;60;20260211;150000;112.29;112.29;111.18;111.18;142;0
R-Vision 2;60;20260211;160000;111.7;111.88;111.43;111.78;16;0
R-Vision 2;60;20260211;170000;111.7;112;111.65;111.99;146;0
R-Vision 2;60;20260211;180000;111.98;112;111.34;111.99;98;0
R-Vision 2;60;20260211;190000;111.98;111.98;111.75;111.98;26;0
R-Vision 2;60;20260211;200000;111.98;112.28;111.98;112.28;40;0
R-Vision 2;60;20260211;210000;112;112;111.7;111.7;17;0
R-Vision 2;60;20260211;220000;111.94;111.94;111.7;111.7;3;0
R-Vision 2;60;20260211;230000;112.27;112.29;111.86;111.97;32;0
R-Vision 2;60;20260212;100000;112.4;112.41;112.38;112.38;33;0
R-Vision 2;60;20260212;110000;112.37;112.39;111.56;112.38;83;0
R-Vision 2;60;20260212;120000;112.38;112.38;111.26;112.25;478;0
R-Vision 2;60;20260212;130000;112.22;112.23;111.84;112.22;50;0
R-Vision 2;60;20260212;140000;112.22;112.22;112.22;112.22;27;0
R-Vision 2;60;20260212;150000;112.16;112.16;111.56;111.79;55;0
R-Vision 2;60;20260212;160000;112.05;112.17;111.38;111.82;228;0
R-Vision 2;60;20260212;170000;111.7;112;111.7;111.79;368;0
R-Vision 2;60;20260212;180000;111.79;112.14;111.79;112.14;12;0
R-Vision 2;60;20260212;190000;112.14;112.2;111.99;112.19;156;0
R-Vision 2;60;20260212;200000;112.19;112.4;112.19;112.37;258;0
R-Vision 2;60;20260212;210000;112.37;112.37;112.37;112.37;6;0
R-Vision 2;60;20260212;220000;112.1;112.4;112.1;112.4;44;0
R-Vision 2;60;20260213;090000;112.4;112.4;112.4;112.4;1;0
R-Vision 2;60;20260213;100000;112.4;112.4;112.07;112.07;30;0
R-Vision 2;60;20260213;110000;112.38;112.39;112.36;112.39;76;0
R-Vision 2;60;20260213;120000;112.1;112.39;112.1;112.39;174;0
R-Vision 2;60;20260213;130000;112.38;112.38;111.42;112.32;137;0
R-Vision 2;60;20260213;140000;112.32;112.35;111.97;112.35;125;0
R-Vision 2;60;20260213;150000;112.3;112.37;112.1;112.37;64;0
R-Vision 2;60;20260213;160000;112.37;112.39;112.13;112.38;78;0
R-Vision 2;60;20260213;170000;112.38;112.39;112.1;112.1;89;0
R-Vision 2;60;20260213;180000;112.39;112.39;112.39;112.39;42;0
R-Vision 2;60;20260213;190000;112.39;112.39;112.15;112.38;23;0
R-Vision 2;60;20260213;200000;112.39;112.39;112.38;112.38;6;0
R-Vision 2;60;20260213;210000;112.38;112.39;112.38;112.39;31;0
R-Vision 2;60;20260213;220000;112.39;112.42;112.39;112.42;135;0
R-Vision 2;60;20260213;230000;112.16;112.16;112.16;112.16;16;0
R-Vision 2;60;20260216;090000;108.5;108.5;108.5;108.5;1000;0
R-Vision 2;60;20260216;100000;108.51;112.26;108.51;111.47;525;0
R-Vision 2;60;20260216;110000;111.52;111.52;111.14;111.14;167;0
R-Vision 2;60;20260216;120000;111.45;111.45;111.14;111.15;291;0
R-Vision 2;60;20260216;130000;111.15;111.33;111.15;111.31;135;0
R-Vision 2;60;20260216;140000;111.32;111.33;111.29;111.33;117;0
R-Vision 2;60;20260216;150000;111.32;111.33;111.16;111.33;69;0
R-Vision 2;60;20260216;160000;111.21;111.37;111.21;111.25;159;0
R-Vision 2;60;20260216;170000;111.35;111.48;111.26;111.43;119;0
R-Vision 2;60;20260216;180000;111.42;111.53;111.38;111.51;171;0
R-Vision 2;60;20260216;190000;111.5;111.51;111.5;111.51;28;0
R-Vision 2;60;20260216;200000;111.51;111.78;111.51;111.78;92;0
R-Vision 2;60;20260216;210000;111.78;111.78;111.62;111.62;11;0
R-Vision 2;60;20260216;220000;111.64;111.64;111.26;111.26;102;0
R-Vision 2;60;20260217;100000;111.3;111.71;111.26;111.55;651;0
R-Vision 2;60;20260217;110000;111.57;111.75;111.35;111.67;51;0
R-Vision 2;60;20260217;120000;111.67;111.67;111.5;111.66;273;0
R-Vision 2;60;20260217;130000;111.66;111.67;111.26;111.66;296;0
R-Vision 2;60;20260217;140000;111.66;111.66;111.35;111.64;158;0
R-Vision 2;60;20260217;150000;111.64;111.94;111.42;111.94;353;0
R-Vision 2;60;20260217;160000;111.94;112.5;111.94;112.5;260;0
R-Vision 2;60;20260217;170000;112.39;112.69;112.39;112.69;52;0
R-Vision 2;60;20260217;180000;112.5;112.6;112.5;112.6;17;0
R-Vision 2;60;20260217;190000;112.6;112.6;112.55;112.55;55;0
R-Vision 2;60;20260217;200000;112.12;112.49;112.1;112.1;40;0
R-Vision 2;60;20260217;210000;112.1;112.32;111.38;111.98;107;0
R-Vision 2;60;20260217;220000;112.21;112.21;111.98;111.98;2;0
R-Vision 2;60;20260218;090000;111.98;111.98;111.98;111.98;1;0
R-Vision 2;60;20260218;100000;111.97;111.98;111.97;111.98;132;0
R-Vision 2;60;20260218;110000;111.98;111.98;111.97;111.97;27;0
R-Vision 2;60;20260218;120000;111.97;112.68;111.97;112.6;112;0
R-Vision 2;60;20260218;130000;112.6;113.15;112.15;112.43;223;0
R-Vision 2;60;20260218;140000;113.14;113.48;112.63;112.63;254;0
R-Vision 2;60;20260218;150000;112.43;112.98;112.43;112.91;81;0
R-Vision 2;60;20260218;160000;113.25;113.25;112.3;112.42;95;0
R-Vision 2;60;20260218;170000;112.83;113.12;112.66;113.09;12;0
R-Vision 2;60;20260218;180000;113.07;113.4;112.93;113.4;118;0
R-Vision 2;60;20260218;190000;113.33;113.33;113.33;113.33;11;0
R-Vision 2;60;20260218;200000;113.33;113.33;113.33;113.33;4;0
R-Vision 2;60;20260218;210000;112.82;112.82;112.82;112.82;71;0
R-Vision 2;60;20260218;220000;112.79;112.79;111.26;111.92;402;0
R-Vision 2;60;20260218;230000;111.57;111.92;111.53;111.89;13;0
R-Vision 2;60;20260219;100000;111.99;112.95;111.99;112.48;166;0
R-Vision 2;60;20260219;110000;112.34;112.98;112.34;112.97;151;0
R-Vision 2;60;20260219;120000;112.97;112.97;112.88;112.88;86;0
R-Vision 2;60;20260219;130000;112.95;112.98;112.95;112.96;26;0
R-Vision 2;60;20260219;140000;112.96;113;112.95;113;29;0
R-Vision 2;60;20260219;150000;113;113;112.96;112.96;17;0
R-Vision 2;60;20260219;160000;112.95;112.96;112.95;112.95;15;0
R-Vision 2;60;20260219;170000;112.95;112.95;112.87;112.87;35;0
R-Vision 2;60;20260219;180000;112.53;112.53;112.52;112.53;76;0
R-Vision 2;60;20260219;190000;112.53;112.53;112.31;112.31;43;0
R-Vision 2;60;20260219;200000;112.48;112.53;112.48;112.53;105;0
R-Vision 2;60;20260219;210000;112.53;112.96;112.53;112.96;27;0
R-Vision 2;60;20260219;220000;112.99;112.99;112.99;112.99;25;0
R-Vision 2;60;20260219;230000;112.99;113;112.95;112.95;138;0
R-Vision 2;60;20260220;100000;113.34;113.4;112.5;112.5;293;0
R-Vision 2;60;20260220;110000;111.79;112.55;111.78;112.43;29;0
R-Vision 2;60;20260220;120000;112.63;112.86;112.59;112.86;23;0
R-Vision 2;60;20260220;130000;112.86;113.26;112.86;113.26;59;0
R-Vision 2;60;20260220;140000;112.53;113.27;112.53;113.27;23;0
R-Vision 2;60;20260220;150000;113.27;113.31;113.27;113.31;95;0
R-Vision 2;60;20260220;160000;113.27;113.4;112.56;113.4;113;0
R-Vision 2;60;20260220;170000;113.4;113.4;113.39;113.4;4;0
R-Vision 2;60;20260220;180000;113.4;113.4;112.84;113.38;10;0
R-Vision 2;60;20260220;190000;113.38;113.69;113.38;113.69;73;0
R-Vision 2;60;20260220;200000;113.4;113.4;113.39;113.4;33;0
R-Vision 2;60;20260220;210000;113.4;113.72;112;112.91;229;0
R-Vision 2;60;20260220;220000;112.91;112.91;112.12;112.91;6;0
R-Vision 2;60;20260220;230000;112.91;112.91;112.3;112.91;66;0
R-Vision 2;60;20260224;090000;113.99;113.99;113.99;113.99;51;0
R-Vision 2;60;20260224;100000;112.91;114.8;112.91;114.8;832;0
R-Vision 2;60;20260224;110000;114.81;115.25;113.02;115.2;1059;0
R-Vision 2;60;20260224;120000;115.2;115.49;113.67;115.06;336;0
R-Vision 2;60;20260224;130000;114.82;115.49;114.43;115.49;278;0
R-Vision 2;60;20260224;140000;115.49;115.49;114.13;114.87;101;0
R-Vision 2;60;20260224;150000;114.53;115.49;114.5;114.5;213;0
R-Vision 2;60;20260224;160000;114.41;114.7;114.41;114.7;464;0
R-Vision 2;60;20260224;170000;114.5;114.7;114.5;114.5;595;0
R-Vision 2;60;20260224;180000;114.67;114.67;114.5;114.66;48;0
R-Vision 2;60;20260224;190000;114.66;114.66;114.23;114.6;73;0
R-Vision 2;60;20260224;200000;114.57;114.57;114.23;114.23;91;0
R-Vision 2;60;20260224;210000;114.23;114.23;114.23;114.23;49;0
R-Vision 2;60;20260224;220000;114.23;114.6;114.23;114.57;76;0
R-Vision 2;60;20260224;230000;114.6;114.6;114.21;114.21;5;0
R-Vision 2;60;20260225;100000;115.95;115.95;114.21;115;349;0
R-Vision 2;60;20260225;110000;115.01;115.35;114.72;114.72;403;0
R-Vision 2;60;20260225;120000;115.3;115.3;114.5;114.5;781;0
R-Vision 2;60;20260225;130000;114.51;114.87;114.51;114.68;292;0
R-Vision 2;60;20260225;140000;114.51;114.9;114.5;114.9;208;0
R-Vision 2;60;20260225;150000;114.45;114.88;114.45;114.84;174;0
R-Vision 2;60;20260225;160000;114.84;114.9;114.84;114.9;346;0
R-Vision 2;60;20260225;170000;114.9;114.9;114.9;114.9;115;0
R-Vision 2;60;20260225;180000;114.89;114.9;114.55;114.9;160;0
R-Vision 2;60;20260225;190000;114.55;114.9;114.4;114.9;55;0
R-Vision 2;60;20260225;200000;114.9;114.9;114.52;114.52;266;0
R-Vision 2;60;20260225;210000;114.89;114.9;114.56;114.89;45;0
R-Vision 2;60;20260225;220000;114.89;114.89;114.52;114.89;24;0
R-Vision 2;60;20260225;230000;114.89;114.89;114.41;114.52;46;0
R-Vision 2;60;20260226;090000;114.51;114.51;114.51;114.51;61;0
R-Vision 2;60;20260226;100000;114.5;114.51;113.18;114.11;238;0
R-Vision 2;60;20260226;110000;114.1;114.11;114;114.09;347;0
R-Vision 2;60;20260226;120000;114.1;114.1;113.3;113.49;821;0
R-Vision 2;60;20260226;130000;114.01;114.1;113.18;113.83;613;0
R-Vision 2;60;20260226;140000;113.79;113.79;113.32;113.7;36;0
R-Vision 2;60;20260226;150000;113.7;113.7;113.6;113.7;57;0
R-Vision 2;60;20260226;160000;113.7;114.1;113.7;114.1;79;0
R-Vision 2;60;20260226;170000;114.1;114.1;113.8;114.09;94;0
R-Vision 2;60;20260226;180000;114.09;114.09;114.07;114.09;77;0
R-Vision 2;60;20260226;190000;114.09;114.11;113.79;114.11;53;0
R-Vision 2;60;20260226;200000;114.11;114.11;114.11;114.11;26;0
R-Vision 2;60;20260226;210000;114.11;114.11;113.82;114.1;123;0
R-Vision 2;60;20260226;220000;114.1;114.1;114.1;114.1;7;0
R-Vision 2;60;20260226;230000;114.1;114.11;114.1;114.11;10;0
R-Vision 2;60;20260227;100000;114.47;114.47;113.31;114.39;346;0
R-Vision 2;60;20260227;110000;114.39;115.75;113.62;115.03;758;0
R-Vision 2;60;20260227;120000;114.95;114.95;114.04;114.04;66;0
R-Vision 2;60;20260227;130000;114.04;114.45;112.87;114.34;1042;0
R-Vision 2;60;20260227;140000;114.34;114.47;114.04;114.44;59;0
R-Vision 2;60;20260227;150000;114.45;114.46;114.12;114.42;94;0
R-Vision 2;60;20260227;160000;114.47;114.93;114.45;114.93;564;0
R-Vision 2;60;20260227;170000;114.93;115.64;114.93;115.63;32;0
R-Vision 2;60;20260227;180000;115.63;115.63;114.96;114.97;119;0
R-Vision 2;60;20260227;190000;115.61;115.61;115.1;115.28;25;0
R-Vision 2;60;20260227;200000;115.23;115.34;114.97;114.97;105;0
R-Vision 2;60;20260227;210000;115.17;115.38;114.98;115.38;95;0
R-Vision 2;60;20260227;220000;115.38;115.38;115.2;115.2;11;0
R-Vision 2;60;20260227;230000;115.38;115.39;115.38;115.39;14;0
R-Vision 2;60;20260302;090000;115.11;115.11;115.11;115.11;30;0
R-Vision 2;60;20260302;100000;115.11;115.49;114;115.49;765;0
R-Vision 2;60;20260302;110000;114.97;115.5;114.38;114.84;276;0
R-Vision 2;60;20260302;120000;114.96;115.38;114.71;114.71;302;0
R-Vision 2;60;20260302;130000;114.71;114.96;114.7;114.95;383;0
R-Vision 2;60;20260302;140000;114.95;115.34;114.71;115.34;557;0
R-Vision 2;60;20260302;150000;115.35;115.49;114.99;115.49;267;0
R-Vision 2;60;20260302;160000;115.49;115.49;115.39;115.49;27;0
R-Vision 2;60;20260302;170000;115.49;116;115.39;115.99;267;0
R-Vision 2;60;20260302;180000;115.99;115.99;115.46;115.99;852;0
R-Vision 2;60;20260302;190000;115.74;115.94;115.53;115.94;14;0
R-Vision 2;60;20260302;200000;115.93;115.93;115.5;115.9;34;0
R-Vision 2;60;20260302;210000;115.9;115.94;115.44;115.94;31;0
R-Vision 2;60;20260302;220000;115.94;115.94;115.94;115.94;2;0
